"","Ticker","Year","SimFinId","Return"
"170","ABC","2010",187024,0.310764549258273
"171","ABC","2011",187024,0.0989492119089317
"172","ABC","2012",187024,0.159120995499073
"173","ABC","2013",187024,0.632828630419821
"174","ABC","2014",187024,0.300171159606333
"175","ABC","2015",187024,0.157929588345657
"176","ABC","2016",187024,-0.222216792102434
"177","ABC","2017",187024,0.188319959240861
"178","ABC","2018",187024,-0.175908844275638
"179","ABC","2019",187024,0.0509899647409818
"180","ABCD","2018",358762,1.41736227045075
"181","ABG","2007",545489,-0.331089608750526
"182","ABG","2008",545489,-0.653566710700132
"183","ABG","2009",545489,1.5174672489083
"184","ABG","2010",545489,0.582191780821918
"185","ABG","2011",545489,0.147418839808409
"186","ABG","2012",545489,0.453266787658802
"187","ABG","2013",545489,0.654556650246306
"188","ABG","2014",545489,0.413780260707635
"189","ABG","2015",545489,-0.119467293380337
"190","ABG","2016",545489,-0.0675532718754722
"191","ABG","2017",545489,0.0207336523125996
"192","ABG","2018",545489,0.0367029548989113
"193","ABG","2019",545489,0.0339369958910364
"194","ABM","2007",199984,-0.0886462882096069
"195","ABM","2008",199984,-0.0374199901526341
"196","ABM","2009",199984,0.13201496525922
"197","ABM","2010",199984,0.280534351145038
"198","ABM","2011",199984,-0.201658499811534
"199","ABM","2012",199984,-0.0185097294731847
"200","ABM","2013",199984,0.443867457962414
"201","ABM","2014",199984,0.0289982425307557
"202","ABM","2015",199984,0.00906239107703024
"203","ABM","2016",199984,0.478973627940128
"204","ABM","2017",199984,-0.0534877988661573
"205","ABM","2018",199984,-0.133386159535129
"206","ABM","2019",199984,0.101237702316725
"207","ABMC","2007",160965,0.101123595505618
"208","ABMC","2008",160965,-0.755102040816326
"209","ABMC","2009",160965,-0.620689655172414
"210","ABMC","2010",160965,-0.25
"211","ABMC","2011",160965,0.888888888888889
"212","ABMC","2012",160965,-0.1875
"213","ABMC","2013",160965,0
"214","ABMC","2014",160965,0
"215","ABMC","2015",160965,0
"216","ABMC","2016",160965,-0.153846153846154
"217","ABMC","2017",160965,-0.285714285714286
"218","ABMC","2018",160965,-0.3
"219","ABMC","2019",160965,0.285714285714286
"220","ABMD","2007",445587,0.0928270042194092
"221","ABMD","2008",445587,0.0795529257067719
"222","ABMD","2009",445587,-0.469623329283111
"223","ABMD","2010",445587,0.0846501128668172
"224","ABMD","2011",445587,0.900205761316872
"225","ABMD","2012",445587,-0.291512915129151
"226","ABMD","2013",445587,0.953250547845142
"227","ABMD","2014",445587,0.427606901725431
"228","ABMD","2015",445587,1.359027959237
"229","ABMD","2016",445587,0.268918918918919
"230","ABMD","2017",445587,0.66497867803838
"231","ABMD","2018",445587,0.727741455376601
"232","ABMD","2019",445587,-0.00860922960055697
"233","ABT","2007",63877,0.175916444808519
"234","ABT","2008",63877,-0.0223987149741211
"235","ABT","2009",63877,0.0377358490566038
"236","ABT","2010",63877,-0.0841483668573538
"237","ABT","2011",63877,0.203354731828536
"238","ABT","2012",63877,0.193177801343231
"239","ABT","2013",63877,1.27677089783282
"240","ABT","2014",63877,0.205040693095301
"241","ABT","2015",63877,0.0137016574585635
"242","ABT","2016",63877,-0.10218479745107
"243","ABT","2017",63877,0.504656592482153
"244","ABT","2018",63877,0.262027491408935
"245","ABT","2019",63877,0.115925557607615
"246","ABTL","2007",445589,-0.214285714285714
"247","ABTL","2008",445589,-0.83271375464684
"248","ABTL","2009",445589,1.22222222222222
"249","ABTL","2010",445589,-0.0947368421052632
"250","ABTL","2011",445589,-0.186046511627907
"251","ABTL","2012",445589,0.11719298245614
"252","ABTL","2013",445589,2.89948453608247
"253","ABTL","2014",445589,-0.279100529100529
"254","ABTL","2015",445589,1.06215722120658
"255","ABTL","2016",445589,-0.391952983725136
"256","ABTL","2017",445589,-0.48871085214858
"257","AC","2015",919941,0.0338983050847458
"258","AC","2016",919941,0.0986995665221742
"259","AC","2017",919941,0.0345864661654136
"260","AC","2018",919941,0.0359649122807016
"261","AC","2019",919941,0.115351506456241
"262","ACA","2018",919864,-0.077
"263","ACA","2019",919864,0.0513100436681223
"264","ACAD","2007",445591,0.245219347581552
"265","ACAD","2008",445591,-0.918334754913526
"266","ACAD","2009",445591,0.450549450549451
"267","ACAD","2010",445591,-0.090909090909091
"268","ACAD","2011",445591,-0.0924369747899159
"269","ACAD","2012",445591,3.22727272727273
"270","ACAD","2013",445591,4.22803347280335
"271","ACAD","2014",445591,0.277665995975855
"272","ACAD","2015",445591,0.108175318619832
"273","ACAD","2016",445591,-0.172215843857635
"274","ACAD","2017",445591,0.0336422931685548
"275","ACAD","2018",445591,-0.46791707798618
"276","ACAD","2019",445591,0.653409090909091
"277","ACAT","2007",33956,-0.308823529411765
"278","ACAT","2008",33956,-0.581683168316832
"279","ACAT","2009",33956,0.803149606299213
"280","ACAT","2010",33956,0.552492046659597
"281","ACAT","2011",33956,0.524678837052062
"282","ACAT","2012",33956,0.44921875
"283","ACAT","2013",33956,0.679272940486661
"284","ACAT","2014",33956,-0.360216966032367
"285","ACAT","2015",33956,-0.526108927568782
"286","ACAT","2016",33956,-0.0734114743985195
"287","ACAT","2017",33956,0.214707813525936
"288","ACCO","2007",120923,-0.395856873822976
"289","ACCO","2008",120923,-0.785046728971963
"290","ACCO","2009",120923,1.12244897959184
"291","ACCO","2010",120923,0.137516688918558
"292","ACCO","2011",120923,0.119489559164733
"293","ACCO","2012",120923,-0.262311557788945
"294","ACCO","2013",120923,-0.120418848167539
"295","ACCO","2014",120923,0.334814814814815
"296","ACCO","2015",120923,-0.213891951488423
"297","ACCO","2016",120923,0.872309899569584
"298","ACCO","2017",120923,-0.0827067669172933
"299","ACCO","2018",120923,-0.426938775510204
"300","ACCO","2019",120923,0.249626307922272
"301","ACET","2007",191612,-0.0542099192618224
"302","ACET","2008",191612,0.312020460358056
"303","ACET","2009",191612,-0.467131474103586
"304","ACET","2010",191612,0.759082217973231
"305","ACET","2011",191612,-0.222343921139102
"306","ACET","2012",191612,0.447108603667137
"307","ACET","2013",191612,1.47693817468106
"308","ACET","2014",191612,-0.129019452163557
"309","ACET","2015",191612,0.243490178163545
"310","ACET","2016",191612,-0.160559123536079
"311","ACET","2017",191612,-0.519945602901179
"312","ACET","2018",191612,-0.911313518696069
"313","ACET","2019",191612,-0.806470588235294
"314","ACF","2008",748227,-0.464285714285714
"315","ACF","2009",748227,1
"316","ACF","2010",748227,0.8
"317","ACF","2011",748227,-0.157894736842105
"318","ACF","2012",748227,-0.752577319587629
"319","ACF","2013",748227,-0.925
"320","ACF","2014",748227,0
"321","ACF","2015",748227,0
"322","ACF","2016",748227,-0.982222222222222
"323","ACF","2017",748227,0
"324","ACF","2018",748227,19
"325","ACGL","2007",445596,0.0412964418452848
"326","ACGL","2008",445596,0.000719489162694522
"327","ACGL","2009",445596,0.0221399367430379
"328","ACGL","2010",445596,0.226146461291657
"329","ACGL","2011",445596,0.259182596696294
"330","ACGL","2012",445596,0.16485269951654
"331","ACGL","2013",445596,0.344980497928116
"332","ACGL","2014",445596,-0.00269828332481156
"333","ACGL","2015",445596,0.178211449681503
"334","ACGL","2016",445596,0.253849171752398
"335","ACGL","2017",445596,0.0453783777247238
"336","ACGL","2018",445596,-0.121148033272704
"337","ACGL","2019",445596,0.212362533181646
"338","ACHC","2007",445598,0
"339","ACHC","2008",445598,-0.5500033666633
"340","ACHC","2009",445598,-0.103184304923749
"341","ACHC","2010",445598,0.491094778609433
"342","ACHC","2011",445598,0.480832355518588
"343","ACHC","2012",445598,1.37780040733198
"344","ACHC","2013",445598,1.01404255319149
"345","ACHC","2014",445598,0.294627749576988
"346","ACHC","2015",445598,0.011497975708502
"347","ACHC","2016",445598,-0.478740157480315
"348","ACHC","2017",445598,-0.0250971018822825
"349","ACHC","2018",445598,-0.213039485766759
"350","ACHC","2019",445598,0.159716758457907
"351","ACIA","2016",353923,1.12931034482759
"352","ACIA","2017",353923,-0.417055510860821
"353","ACIA","2018",353923,0.0453920220082531
"354","ACIA","2019",353923,0.459867549668874
"355","ACLS","2007",670942,-0.219015280135823
"356","ACLS","2008",670942,-0.888646288209607
"357","ACLS","2009",670942,1.68571428571429
"358","ACLS","2010",670942,1.40277777777778
"359","ACLS","2011",670942,-0.625352112676056
"360","ACLS","2012",670942,0
"361","ACLS","2013",670942,0.706293706293706
"362","ACLS","2014",670942,0.0406504065040651
"363","ACLS","2015",670942,0.0117187499999999
"364","ACLS","2016",670942,0.426470588235294
"365","ACLS","2017",670942,0.959044368600683
"366","ACLS","2018",670942,-0.386206896551724
"367","ACLS","2019",670942,0.151601830663615
"368","ACLZ","2008",655300,-0.3
"369","ACLZ","2009",655300,0.857142857142857
"370","ACLZ","2010",655300,-0.076923076923077
"371","ACLZ","2011",655300,-0.5
"372","ACLZ","2012",655300,0.5
"373","ACLZ","2013",655300,2.15555555555556
"374","ACLZ","2014",655300,0.055944055944056
"375","ACLZ","2015",655300,-0.675496688741722
"376","ACLZ","2016",655300,0.0612244897959184
"377","ACLZ","2017",655300,-0.416666666666667
"378","ACLZ","2018",655300,-0.357142857142857
"379","ACLZ","2019",655300,-0.5
"380","ACM","2007",445606,0.354028436018957
"381","ACM","2008",445606,0.0820422535211268
"382","ACM","2009",445606,-0.112616973217167
"383","ACM","2010",445606,0.0152450090744101
"384","ACM","2011",445606,-0.270567375886525
"385","ACM","2012",445606,0.133873272987137
"386","ACM","2013",445606,0.225739275301957
"387","ACM","2014",445606,0.0319401970778118
"388","ACM","2015",445606,-0.0189160050965403
"389","ACM","2016",445606,0.228378378378378
"390","ACM","2017",445606,0.0117102396514161
"391","ACM","2018",445606,-0.290305302624531
"392","ACM","2019",445606,0.129551552318896
"393","ACN","2007",61372,-0.00273597811217499
"394","ACN","2008",61372,-0.0678620689655173
"395","ACN","2009",61372,0.29840196681008
"396","ACN","2010",61372,0.1877408477842
"397","ACN","2011",61372,0.117036580353473
"398","ACN","2012",61372,0.26084940652819
"399","ACN","2013",61372,0.242195591063767
"400","ACN","2014",61372,0.119754601226994
"401","ACN","2015",61372,0.189026430244229
"402","ACN","2016",61372,0.163905671409082
"403","ACN","2017",61372,0.325864712898279
"404","ACN","2018",61372,-0.0631921824104235
"405","ACN","2019",61372,0.188224285611459
"406","ACRX","2011",113247,-0.616
"407","ACRX","2012",113247,1.21875
"408","ACRX","2013",113247,1.58810068649886
"409","ACRX","2014",113247,-0.396953405017921
"410","ACRX","2015",113247,-0.431314623338257
"411","ACRX","2016",113247,-0.31758530183727
"412","ACRX","2017",113247,-0.25
"413","ACRX","2018",113247,0.126829268292683
"414","ACRX","2019",113247,0.4
"415","ACT","2017",353702,0.0418571428571429
"416","ACT","2018",353702,-0.185931189229619
"417","ACT","2019",353702,0.187819726285984
"418","ACW","2010",671043,0.134285714285714
"419","ACW","2011",671043,-0.559950556242274
"420","ACW","2012",671043,-0.560875512995896
"421","ACW","2013",671043,0.13030303030303
"422","ACW","2014",671043,0.166666666666667
"423","ACW","2015",671043,-0.617511520737327
"424","ACW","2016",671043,0.535714285714286
"425","ACY","2007",696963,2.5258358662614
"426","ACY","2008",696963,-0.629331184528606
"427","ACY","2009",696963,0.702702702702703
"428","ACY","2010",696963,0.152866242038217
"429","ACY","2011",696963,-0.666666666666667
"430","ACY","2012",696963,1.32892561983471
"431","ACY","2013",696963,0.206460674157303
"432","ACY","2014",696963,-0.459006211180124
"433","ACY","2015",696963,0.48711943793911
"434","ACY","2016",696963,-0.221581548599671
"435","ACY","2017",696963,0.571134020618557
"436","ACY","2018",696963,-0.380582524271845
"437","ACY","2019",696963,0.268678003291278
"438","ADBE","2007",14099,0.0493614931237721
"439","ADBE","2008",14099,-0.503729603729604
"440","ADBE","2009",14099,0.742186685866404
"441","ADBE","2010",14099,-0.160163710777626
"442","ADBE","2011",14099,-0.0830360038923127
"443","ADBE","2012",14099,0.312891986062718
"444","ADBE","2013",14099,0.579087552742616
"445","ADBE","2014",14099,0.230951574669827
"446","ADBE","2015",14099,0.292159559834938
"447","ADBE","2016",14099,0.121826304892667
"448","ADBE","2017",14099,0.694285990524993
"449","ADBE","2018",14099,0.286551037816321
"450","ADBE","2019",14099,0.1926242553772
"451","ADES","2007",619745,-0.554705882352941
"452","ADES","2008",619745,-0.588324347294892
"453","ADES","2009",619745,0.918238993710692
"454","ADES","2010",619745,0.814634146341463
"455","ADES","2011",619745,1.03963963963964
"456","ADES","2012",619745,-0.26159230096238
"457","ADES","2013",619745,2.12564841498559
"458","ADES","2014",619745,-0.159660766961652
"459","ADES","2015",619745,-0.689024390243902
"460","ADES","2016",619745,0.21259842519685
"461","ADES","2017",619745,0.119354838709677
"462","ADES","2018",619745,0.194415718717684
"463","ADES","2019",619745,0.134285714285714
"464","ADI","2007",65917,-0.0154873975098694
"465","ADI","2008",65917,-0.365181147803783
"466","ADI","2009",65917,0.704210526315789
"467","ADI","2010",65917,0.212016357345077
"468","ADI","2011",65917,-0.0246815286624203
"469","ADI","2012",65917,0.186505759736698
"470","ADI","2013",65917,0.221728971962617
"471","ADI","2014",65917,0.151050080775444
"472","ADI","2015",65917,0.0222701149425287
"473","ADI","2016",65917,0.369837758112094
"474","ADI","2017",65917,0.251101928374656
"475","ADI","2018",65917,-0.0166965486329
"476","ADI","2019",65917,0.258955135070808
"477","ADIL","2018",807531,0.28
"478","ADIL","2019",807531,-0.396761133603239
"479","ADM","2007",66997,0.452152369154537
"480","ADM","2008",66997,-0.367184131090988
"481","ADM","2009",66997,0.101624611130315
"482","ADM","2010",66997,-0.0254129606099111
"483","ADM","2011",66997,-0.0373478117801908
"484","ADM","2012",66997,-0.0376841384035629
"485","ADM","2013",66997,0.569296375266525
"486","ADM","2014",66997,0.225358630263767
"487","ADM","2015",66997,-0.275862068965517
"488","ADM","2016",66997,0.297424536139573
"489","ADM","2017",66997,-0.0947690960822937
"490","ADM","2018",66997,0.0524875621890546
"491","ADM","2019",66997,0.0525018486566429
"492","ADNT","2016",675558,0.246808510638298
"493","ADNT","2017",675558,0.353386657590197
"494","ADNT","2018",675558,-0.795313489550348
"495","ADNT","2019",675558,-0.145063801208865
"496","ADP","2007",591496,0.0389979466119096
"497","ADP","2008",591496,-0.0633086876155267
"498","ADP","2009",591496,0.114336193841494
"499","ADP","2010",591496,0.0946256316031236
"500","ADP","2011",591496,0.186844919786096
"501","ADP","2012",591496,0.0666788121697941
"502","ADP","2013",591496,0.422390630382363
"503","ADP","2014",591496,0.186502432331296
"504","ADP","2015",591496,0.0450711014702337
"505","ADP","2016",591496,0.265404558061015
"506","ADP","2017",591496,0.167513186169174
"507","ADP","2018",591496,0.154184262690683
"508","ADP","2019",591496,0.196500464540105
"509","ADRO","2015",781554,-0.120625
"510","ADRO","2016",781554,-0.579490962744375
"511","ADRO","2017",781554,-0.350649350649351
"512","ADRO","2018",781554,-0.650331125827815
"513","ADRO","2019",781554,0.492248062015504
"514","ADS","2007",68960,0.19031746031746
"515","ADS","2008",68960,-0.373164488751179
"516","ADS","2009",68960,0.392626131953428
"517","ADS","2010",68960,0.0927692307692308
"518","ADS","2011",68960,0.443625747254275
"519","ADS","2012",68960,0.405573356636567
"520","ADS","2013",68960,0.790222645877307
"521","ADS","2014",68960,0.0899634202103338
"522","ADS","2015",68960,-0.0417503984477861
"523","ADS","2016",68960,-0.155406402124207
"524","ADS","2017",68960,0.105411133699554
"525","ADS","2018",68960,-0.400841558850132
"526","ADS","2019",68960,0.113032903182218
"527","ADSK","2007",185035,0.224710804824022
"528","ADSK","2008",185035,-0.604149879129734
"529","ADSK","2009",185035,0.299744245524297
"530","ADSK","2010",185035,0.491604841858649
"531","ADSK","2011",185035,-0.214858917939425
"532","ADSK","2012",185035,0.132286995515695
"533","ADSK","2013",185035,0.395838476752669
"534","ADSK","2014",185035,0.217514696938982
"535","ADSK","2015",185035,0.0144855144855144
"536","ADSK","2016",185035,0.233294450924846
"537","ADSK","2017",185035,0.405039538935799
"538","ADSK","2018",185035,0.220903740269603
"539","ADSK","2019",185035,0.233670946646463
"540","ADT","2012",54871,0.271836734693878
"541","ADT","2013",54871,-0.11878453038674
"542","ADT","2014",54871,-0.0834158415841585
"543","ADT","2015",54871,-0.0713893465129051
"544","ADT","2016",54871,0.300863131935882
"545","ADT","2017",54871,0
"546","ADT","2018",54871,-0.853501667460696
"547","ADT","2019",54871,0.037037037037037
"548","ADVM","2014",702608,1.16
"549","ADVM","2015",702608,-0.825641025641026
"550","ADVM","2016",702608,-0.689174705251876
"551","ADVM","2017",702608,0.166666666666667
"552","ADVM","2018",702608,-0.136986301369863
"553","ADVM","2019",702608,0.762272386722695
"554","AE","2007",191518,-0.123283082077052
"555","AE","2008",191518,-0.323017408123791
"556","AE","2009",191518,0.350299401197605
"557","AE","2010",191518,0.120649233543733
"558","AE","2011",191518,0.231065947739527
"559","AE","2012",191518,0.209830508474576
"560","AE","2013",191518,0.903660886319846
"561","AE","2014",191518,-0.249520153550864
"562","AE","2015",191518,-0.193097781429745
"563","AE","2016",191518,0.0722222222222223
"564","AE","2017",191518,0.107009229234223
"565","AE","2018",191518,-0.0998180991359708
"566","AE","2019",191518,-0.0213243546576879
"567","AEE","2007",68703,0.0562069607295739
"568","AEE","2008",68703,-0.33972703799336
"569","AEE","2009",68703,-0.115476904619076
"570","AEE","2010",68703,0.0606493043168034
"571","AEE","2011",68703,0.224320508295094
"572","AEE","2012",68703,-0.0395245170876672
"573","AEE","2013",68703,0.212588310854207
"574","AEE","2014",68703,0.324271844660194
"575","AEE","2015",68703,-0.030352127889393
"576","AEE","2016",68703,0.265940180848597
"577","AEE","2017",68703,0.155495341319642
"578","AEE","2018",68703,0.137292302475416
"579","AEE","2019",68703,0.149147072383587
"580","AEHR","2007",178053,0.215139442231076
"581","AEHR","2008",178053,-0.66557911908646
"582","AEHR","2009",178053,-0.402714932126697
"583","AEHR","2010",178053,-0.136690647482014
"584","AEHR","2011",178053,-0.566666666666667
"585","AEHR","2012",178053,0.307692307692308
"586","AEHR","2013",178053,2.55172413793103
"587","AEHR","2014",178053,-0.166666666666667
"588","AEHR","2015",178053,-0.293233082706767
"589","AEHR","2016",178053,0.275132275132275
"590","AEHR","2017",178053,0.158119658119658
"591","AEHR","2018",178053,-0.47970479704797
"592","AEHR","2019",178053,-0.0422535211267604
"593","AEIS","2007",574583,-0.316257187663356
"594","AEIS","2008",574583,-0.2357910906298
"595","AEIS","2009",574583,0.511022044088176
"596","AEIS","2010",574583,-0.108496732026144
"597","AEIS","2011",574583,-0.226945244956772
"598","AEIS","2012",574583,0.244054054054054
"599","AEIS","2013",574583,0.632857142857143
"600","AEIS","2014",574583,0.0426748790145182
"601","AEIS","2015",574583,0.184720753386715
"602","AEIS","2016",574583,0.988739556847076
"603","AEIS","2017",574583,0.226017441860465
"604","AEIS","2018",574583,-0.369140337986774
"605","AEIS","2019",574583,0.153735560482596
"606","AEO","2007",173396,-0.334435001573812
"607","AEO","2008",173396,-0.534351145038168
"608","AEO","2009",173396,0.858823529411765
"609","AEO","2010",173396,-0.073257891602144
"610","AEO","2011",173396,0.0715258855585831
"611","AEO","2012",173396,0.416403785488959
"612","AEO","2013",173396,-0.279970760233918
"613","AEO","2014",173396,-0.0257452574525745
"614","AEO","2015",173396,0.147776183644189
"615","AEO","2016",173396,0.0241830065359477
"616","AEO","2017",173396,0.254876462938882
"617","AEO","2018",173396,0.0501848917062862
"618","AEO","2019",173396,0.104957805907173
"619","AEP","2007",66050,0.132972464109202
"620","AEP","2008",66050,-0.250965250965251
"621","AEP","2009",66050,0.0877873992236488
"622","AEP","2010",66050,0.0737891737891737
"623","AEP","2011",66050,0.189964157706093
"624","AEP","2012",66050,0.0619637750238322
"625","AEP","2013",66050,0.127866574009729
"626","AEP","2014",66050,0.335674755214985
"627","AEP","2015",66050,-0.00755584756898816
"628","AEP","2016",66050,0.128156347284677
"629","AEP","2017",66050,0.205522932867799
"630","AEP","2018",66050,0.0558895873189394
"631","AEP","2019",66050,0.152526470982442
"632","AEPI","2007",210001,-0.398986105895606
"633","AEPI","2008",210001,-0.447690857681433
"634","AEPI","2009",210001,1.175
"635","AEPI","2010",210001,-0.327197303603837
"636","AEPI","2011",210001,0.0711567732115676
"637","AEPI","2012",210001,1.08629799225079
"638","AEPI","2013",210001,-0.133508282762014
"639","AEPI","2014",210001,0.103834472285497
"640","AEPI","2015",210001,0.324236182629592
"641","AEPI","2016",210001,0.536140627049718
"642","AEPI","2017",210001,-0.0566280566280566
"643","AES","2007",62329,-0.0308110557317626
